,link,brand,price,sales,stars,batteries_included,mini,flight_time,is_fpv,resolution,wifi_freq,wifi,gps,remote_control,portable,helix_protector,autoreturn,full_turn,altitude_retention,dual_camara,distance,follow_func
586,https://articulo.mercadolibre.com.mx/MLM-899782503-camara-de-alta-definicion-de-1080p-drone-modo-remoto-sin-cab-_JM#position=43&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,general,1182,25,4.0,False,False,True,False,1,2.4,False,False,True,False,False,False,False,False,False,200,False
587,https://articulo.mercadolibre.com.mx/MLM-1475657213-s6s-gps-5g-mini-drones-profesional-doble-camara-2-baterias-_JM#position=52&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,lsrc,1766,50,4.8,True,True,True,True,4,5.8,True,True,True,True,False,False,False,False,False,200,False
588,https://articulo.mercadolibre.com.mx/MLM-921469676-bailando-alas-hobby-s0801-balsa-madera-rc-avion-12-m-piper-_JM#position=30&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,chinawholesales,1527,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
589,https://articulo.mercadolibre.com.mx/MLM-1444306538-mini-wifi-fpv-con-drone-rc-plegable-de-la-camara-dual-de-4k-_JM#position=16&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,803,1,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,True,200,False
590,https://articulo.mercadolibre.com.mx/MLM-1730144231-dron-snaptain-sp650-camara-1080p-hd-con-control-de-voz-_JM#position=7&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,snaptain,1349,5,4.0,True,False,True,False,2,25.0,False,False,True,False,False,False,False,False,False,200,False
591,https://articulo.mercadolibre.com.mx/MLM-1373148142-10-pares-helices-para-yuneec-q500-4k-typhoon-drone-_JM#position=33&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,885,3,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
593,https://articulo.mercadolibre.com.mx/MLM-1542625977-drone-principiantes-camara-4k-y-sensor-antiobstaculos-2-bat-_JM#position=40&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,grxno,1820,5,4.0,True,False,True,True,3,2.4,True,False,True,True,False,False,False,False,False,200,False
594,https://articulo.mercadolibre.com.mx/MLM-2009618416-avion-teledirigido-aero-jet-dron-con-4k-camara-1bateria-_JM#position=38&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,840,1,4.0,True,True,True,False,4,2.4,False,False,True,False,False,False,False,False,False,200,False
595,https://articulo.mercadolibre.com.mx/MLM-1310334413-drone-ls878-plegable-control-de-vuelo-y-gestos-1080-hd-_JM#position=6&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,wlrc,1688,5,4.0,True,True,True,True,2,24.0,True,False,True,True,False,False,False,False,False,200,False
596,https://articulo.mercadolibre.com.mx/MLM-1462180485-control-remoto-drone-con-par-camara-4k-quadcopter-2bateria-_JM#position=49&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,yabely,407,5000,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
597,https://articulo.mercadolibre.com.mx/MLM-1768960825-mini-drone-s88-pro-4k-camara-con-dual-cmara-recargable-_JM#position=8&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,sw_head,469,100,3.3,True,True,True,True,4,2.4,True,False,True,False,False,False,False,False,True,200,False
598,https://articulo.mercadolibre.com.mx/MLM-1415030311-drone-visuo-xs816-con-camara-4k-wifi-fpv-optical-flow-_JM#position=54&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,visuo,1555,50,4.0,True,False,True,True,4,2.4,True,True,False,False,False,False,False,False,False,200,False
599,https://articulo.mercadolibre.com.mx/MLM-1696000802-dron-cuadricoptero-acrobatico-con-control-de-gestos-_JM#position=35&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,451,2,4.0,False,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
600,https://articulo.mercadolibre.com.mx/MLM-833529912-snaptain-h823h-mini-drone-volteretas-3d-retorno-1-tecla-_JM#position=47&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,snaptain,1249,1,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
601,https://www.mercadolibre.com.mx/dron-plegable-y-compacto-con-camara-hd-propel-flex-20/p/MLM20653395?pdp_filters=category:MLM149102#searchVariation=MLM20653395&position=3&search_layout=stack&type=product&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,propel,1589,5,4.0,False,True,True,False,2,2.4,True,False,True,True,False,False,False,False,False,200,False
602,https://articulo.mercadolibre.com.mx/MLM-2472688990-mini-drones-chiquitos-baratos-control-remoto-por-guante-_JM#position=42&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,710,1,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,False,200,False
603,https://articulo.mercadolibre.com.mx/MLM-1484653492-mini-drone-con-camara-hd-4k-plegable-para-ninos-y-ninas-_JM#position=53&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,1035,100,3.3,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
604,https://articulo.mercadolibre.com.mx/MLM-1769994942-mini-drones-profesionales-con-camara-4k-wifi-fpv-evitacion-_JM#position=24&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,dfkt,494,100,3.2,True,False,True,True,4,2.4,True,False,True,False,True,False,True,True,False,200,False
605,https://articulo.mercadolibre.com.mx/MLM-2288801154-4000mah-444wh-20c-111v-lipo-bateria-for-parrot-bebop-2-rc-_JM#position=7&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,1267,2,4.0,False,True,True,True,2,2.4,False,True,False,False,False,False,False,False,False,200,False
606,https://articulo.mercadolibre.com.mx/MLM-1932517809-dron-g6-8k-5g-gps-q6-dron-profesional-hd-camara-de-_JM#position=41&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,1604,1,4.0,False,True,True,False,1,2.4,True,True,False,True,False,False,False,False,False,200,False
610,https://articulo.mercadolibre.com.mx/MLM-1515134086-dron-asc-2500-premium-con-video-hd-_JM#position=37&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,2599,5,4.0,False,True,True,False,3,2.4,False,False,True,True,False,False,False,False,False,200,False
611,https://articulo.mercadolibre.com.mx/MLM-1537959434-drones-profesionals-2-camaras-wifi-control-remoto-2-baterias-_JM#position=5&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,lsrc,541,50,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
613,https://articulo.mercadolibre.com.mx/MLM-1315924437-wifi-fpv-flujo-optico-visual-xs816-drone-con-camara-4k-_JM#position=43&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,1807,2,4.0,False,True,True,True,1,2.4,True,False,False,False,False,False,False,False,False,200,False
614,https://articulo.mercadolibre.com.mx/MLM-1507694461-avion-dron-de-control-remoto--_JM#position=46&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,crg,1250,5,4.0,False,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
615,https://articulo.mercadolibre.com.mx/MLM-1820200456-combo-de-drones-kf106-max-drone-para-evitar-obstaculos-de-3-_JM#position=42&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,k_,4018,2,4.0,True,False,True,False,4,2.4,True,True,True,False,False,False,False,False,False,200,False
616,https://articulo.mercadolibre.com.mx/MLM-1443820946-mini-drone-xt8-frame-rc-plegable-wifi-control-de-altura-_JM#position=15&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,pmarket,1139,3,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
617,https://articulo.mercadolibre.com.mx/MLM-1384554567-helices-prop-propulsor-para-dji-rc-drone-quadcopter-_JM#position=8&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,240,5,4.0,False,True,True,False,1,2.4,True,False,False,False,True,False,True,True,False,200,False
618,https://articulo.mercadolibre.com.mx/MLM-1477577859-drone-con-camara-4k-wifi-fpv-e58-para-adultos-y-ninos-_JM#position=32&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,665,5,4.0,True,False,True,True,3,1.0,True,False,False,False,False,False,False,False,False,200,False
619,https://articulo.mercadolibre.com.mx/MLM-1694766516-avion-plegable-f185pro-mini-drone-4k-_JM#position=39&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,yebeico,776,1,4.0,True,True,True,True,4,2.0,True,True,True,True,False,False,False,False,False,200,False
620,https://articulo.mercadolibre.com.mx/MLM-1639211472-drones-elicopterpteros-dragon-con-camara-hd-4k-3-bateria-_JM#position=54&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,jecoo,759,100,3.1,True,True,True,True,8,2.4,True,False,True,False,False,False,False,False,False,200,False
622,https://articulo.mercadolibre.com.mx/MLM-2212324636-camara-unica-s128-mini-drone-4k-hd-con-3-baterias-de-altura-_JM#position=18&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,722,1,4.0,True,True,True,True,4,2.0,False,False,True,False,False,False,False,False,False,200,False
623,https://articulo.mercadolibre.com.mx/MLM-824142140-4-unidades-de-helice-para-mjx-b20-eis-rc-drone-_JM#position=30&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,mjx,385,5,4.0,False,True,True,False,1,2.4,True,True,True,False,False,True,False,True,False,200,True
624,https://articulo.mercadolibre.com.mx/MLM-1458562957-drone-hovertech-target-fx-insek-incluye-dron-y-pistola-_JM#position=45&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,xhover,599,5,4.0,False,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
625,https://articulo.mercadolibre.com.mx/MLM-1303890345-mini-drone-dji-mavic-mini-camara-27k-paquete-combo-_JM#position=14&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,dji,10450,1,4.0,True,True,True,True,7,2.4,True,True,True,True,True,True,True,True,False,200,False
626,https://articulo.mercadolibre.com.mx/MLM-1498873001-mini-drone-con-camara-hd-wifi-24ghz-2-baterias-7funciones-_JM#position=4&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,zinker,849,5,4.0,True,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
627,https://articulo.mercadolibre.com.mx/MLM-1904069969-drone-kbdfa-nuevo-dron-g6-5g-8k-camara-hd-gps-obst-de-_JM#position=27&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,611,1,4.0,False,True,True,False,1,2.4,True,True,False,False,False,False,False,False,False,200,False
628,https://articulo.mercadolibre.com.mx/MLM-1873825178-dron-eachine-e58-con-camara-negra-de-24-ghz-con-2-baterias-_JM#position=40&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,mclarenol,894,1,4.0,True,False,True,False,4,0.0,True,False,True,True,True,True,True,True,False,200,False
630,https://articulo.mercadolibre.com.mx/MLM-744247164-mini-drone-u48-b-rc-muneco-24-g-4-ch-6-ejes-_JM#position=25&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,potensic,1099,1,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
631,https://articulo.mercadolibre.com.mx/MLM-1861272352-mini-drones-con-camara-4k-baratos-e525e88-pro-3-bateria-_JM#position=21&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,463,5,4.0,False,True,True,False,4,2.4,True,False,False,True,False,False,False,False,False,200,False
633,https://articulo.mercadolibre.com.mx/MLM-1824978951-rc-helicopter-3d-filp-bag-video-portatil-modo-quicoptero-4k-_JM#position=22&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,generic,627,2,4.0,True,True,True,False,4,2.4,True,True,True,True,False,False,False,False,False,200,False
634,https://articulo.mercadolibre.com.mx/MLM-1810900441-dron-de-doble-camara-evitacion-de-obstaculos-posicion-_JM#position=50&search_layout=stack&type=item&tracking_id=8fe72e15-e9f2-47cc-a417-e88dcb463027,dfkt,587,100,4.0,True,False,True,True,4,2.4,True,False,True,True,True,False,True,True,True,200,False
635,https://articulo.mercadolibre.com.mx/MLM-2593116998-dji-mini-2-se-bungle-dron-_JM#position=34&search_layout=stack&type=item&tracking_id=a2c266fc-e830-4852-aad9-957087d05cae,dji,9800,1,4.0,True,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
636,https://articulo.mercadolibre.com.mx/MLM-1907096889-mini-drone-dji-spark-con-camara-fullhd-blanco-1-bateria-_JM#position=8&search_layout=stack&type=item&tracking_id=a2c266fc-e830-4852-aad9-957087d05cae,dji,5499,1,4.0,True,True,True,False,3,2.4,True,True,True,False,False,True,False,True,False,200,True
637,https://articulo.mercadolibre.com.mx/MLM-1952907137-dron-dji-mavic-pro-platinum-_JM#position=24&search_layout=stack&type=item&tracking_id=a2c266fc-e830-4852-aad9-957087d05cae,diji,9500,4,4.0,True,True,True,False,4,2.4,True,True,True,False,False,False,False,False,False,200,False
638,https://articulo.mercadolibre.com.mx/MLM-1955654354-dron-dji-mavic-air-completo-_JM#position=28&search_layout=stack&type=item&tracking_id=a2c266fc-e830-4852-aad9-957087d05cae,dji,6350,2,4.0,True,False,True,False,4,50.0,True,True,True,True,True,True,False,True,False,200,True
639,https://articulo.mercadolibre.com.mx/MLM-929042531-2-pares-de-helices-de-hojas-de-paleta-para-dji-mavic-air-_JM#position=1&search_layout=stack&type=item&tracking_id=a2c266fc-e830-4852-aad9-957087d05cae,kesoto,179,5,4.0,True,True,True,False,4,2.4,True,True,True,True,True,True,False,True,False,200,True
640,https://articulo.mercadolibre.com.mx/MLM-1763623996-sjrc-f22s-pro-4k-con-2-baterias-_JM#position=44&search_layout=stack&type=item&tracking_id=c8ccb0b3-e49c-4bf6-852a-93c186323ef4,sjrc,7800,1,4.0,False,True,True,False,0,2.4,False,True,False,False,False,False,False,False,False,200,False
641,https://articulo.mercadolibre.com.mx/MLM-891790592-drone-parrot-bebop-2-fpv-con-camara-full-hd-white-_JM#position=52&search_layout=stack&type=item&tracking_id=c8ccb0b3-e49c-4bf6-852a-93c186323ef4,parrot,15000,1,4.0,True,False,True,True,3,2.4,True,True,True,False,False,False,False,False,False,200,True
642,https://articulo.mercadolibre.com.mx/MLM-2210595502-drone-k918-max-_JM#position=42&search_layout=stack&type=item&tracking_id=c8ccb0b3-e49c-4bf6-852a-93c186323ef4,uav_ine,3950,5,4.0,True,True,True,True,2,5.0,True,True,True,False,False,False,False,False,False,200,False
643,https://articulo.mercadolibre.com.mx/MLM-1367181989-dron-aura-kd-interactive-con-guante-controlador-sellados-_JM#position=52&search_layout=stack&type=item&tracking_id=4d464ce2-e555-49b1-9506-d98b126e7dd6,aurorarc,11990,2,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
645,https://articulo.mercadolibre.com.mx/MLM-952473543-drone-profesional-binden-b16-pro-camara-4k-28-min-de-vuelo-_JM#position=55&search_layout=stack&type=item&tracking_id=4d464ce2-e555-49b1-9506-d98b126e7dd6,binden,7499,50,4.0,False,False,True,False,4,5.0,True,True,True,True,False,False,False,True,False,200,True
646,https://articulo.mercadolibre.com.mx/MLM-1824107861-dji-mavic-mini-1-mavic-mini-2-y-mavic-mini-se-_JM#position=21&search_layout=stack&type=item&tracking_id=4d464ce2-e555-49b1-9506-d98b126e7dd6,dji,1348,5,4.0,True,True,True,False,4,2.4,True,True,True,True,False,True,True,True,False,200,False
647,https://articulo.mercadolibre.com.mx/MLM-1954381739-drone-dji-mavic-pro-platinum-4k-platinum-3-baterias-_JM#position=18&search_layout=stack&type=item&tracking_id=4d464ce2-e555-49b1-9506-d98b126e7dd6,dji,13500,1,4.0,True,True,True,True,4,2.4,True,True,True,False,False,True,False,True,False,200,True
648,https://articulo.mercadolibre.com.mx/MLM-961917970-mini-drone-binden-falcon-gd93-camara-4k-10-min-de-vuelo-_JM#position=54&search_layout=stack&type=item&tracking_id=4d464ce2-e555-49b1-9506-d98b126e7dd6,binden,1499,100,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,True,True,True,200,False
649,https://articulo.mercadolibre.com.mx/MLM-961927036-drone-binden-s7-con-camara-720p-hasta-20-minutos-de-vuelo-_JM#position=56&search_layout=stack&type=item&tracking_id=4d464ce2-e555-49b1-9506-d98b126e7dd6,binden,3749,50,4.0,True,True,True,False,2,5.0,True,True,True,True,False,False,False,False,False,200,True
650,https://articulo.mercadolibre.com.mx/MLM-1437991474-dron-pro-e88-wifi-fpv-cuadricoptero-con-camara-hd-_JM#position=50&search_layout=stack&type=item&tracking_id=588eb3f9-dfb5-45f4-9381-5af45e1dc5d6,imetronics,1045,2,4.0,True,False,True,True,4,2.4,True,False,True,False,False,False,False,False,False,200,False
653,https://articulo.mercadolibre.com.mx/MLM-1639211472-drones-elicopterpteros-dragon-con-camara-hd-4k-3-bateria-_JM#position=13&search_layout=stack&type=item&tracking_id=588eb3f9-dfb5-45f4-9381-5af45e1dc5d6,jecoo,759,100,4.0,True,True,True,True,8,2.4,True,False,True,False,False,False,False,False,False,200,False
